ros_time,odom_x,odom_y,odom_z,gt_x,gt_y,gt_z,drift_dx,drift_dy,drift_dz,drift_dist,source
1747219400.890835105,-57.666934150237,8.078691717682377,0.0,-57.50650744078522,7.87069639773401,0.0,-0.16042670945177662,0.20799531994836684,0.0,0.26267619272775417,odom
1747219400.990837357,-57.691214542925735,8.051121692735629,0.0,-57.50650744078522,7.87069639773401,0.0,-0.18470710214051422,0.1804252950016192,0.0,0.2582053459120622,odom
1747219400.990837357,-57.691214542925735,8.051121692735629,0.0,-57.57853319928539,7.786349361455285,0.0,-0.11268134364034665,0.2647723312803443,0.0,0.2877524502349585,gt
1747219401.124194933,-57.75543492239043,7.98368736365849,0.0,-57.57853319928539,7.786349361455285,0.0,-0.17690172310503982,0.19733800220320497,0.0,0.26502170996181484,odom
1747219401.257457460,-57.79164370970711,7.942275498565894,0.0,-57.57853319928539,7.786349361455285,0.0,-0.21311051042172124,0.1559261371106091,0.0,0.26406258706307306,odom
1747219401.257457460,-57.79164370970711,7.942275498565894,0.0,-57.65011223347632,7.699877518920713,0.0,-0.14153147623078866,0.2423979796451805,0.0,0.28069189389815236,gt
1747219401.357474157,-57.818875929573565,7.910780953677346,0.0,-57.65011223347632,7.699877518920713,0.0,-0.16876369609724406,0.21090343475663254,0.0,0.27011376105735174,odom
1747219401.490808810,-57.85531542505606,7.86829635403606,0.0,-57.65011223347632,7.699877518920713,0.0,-0.20520319157974143,0.1684188351153466,0.0,0.2654679902664771,odom
1747219401.490808810,-57.85531542505606,7.86829635403606,0.0,-57.72049454826692,7.615419730210542,0.0,-0.13482087678914212,0.252876623825518,0.0,0.28657155423311925,gt
1747219401.624157007,-57.87173908892155,7.851165303322657,0.0,-57.72049454826692,7.615419730210542,0.0,-0.15124454065463055,0.23574557311211475,0.0,0.2800908536882089,odom
1747219401.757451092,-57.90612273808427,7.810825378580331,0.0,-57.72049454826692,7.615419730210542,0.0,-0.18562818981735063,0.19540564836978902,0.0,0.2695203002923601,odom
1747219401.757451092,-57.90612273808427,7.810825378580331,0.0,-57.78768280788979,7.5306355133518155,0.0,-0.11843993019448362,0.2801898652285155,0.0,0.30419463775886624,gt
1747219401.890818272,-57.993579852462034,7.704845144894617,0.0,-57.78768280788979,7.5306355133518155,0.0,-0.20589704457224656,0.17420963154280145,0.0,0.26970834003764943,odom
1747219401.990821260,-58.02436243860267,7.667219025019711,0.0,-57.78768280788979,7.5306355133518155,0.0,-0.23667963071288511,0.1365835116678955,0.0,0.2732623341295354,odom
1747219401.990821260,-58.02436243860267,7.667219025019711,0.0,-57.85317012950013,7.446829670308124,0.0,-0.17119230910254402,0.22038935471158716,0.0,0.27906679194424183,gt
1747219402.124150901,-58.04897493111883,7.6377255396734,0.0,-57.85317012950013,7.446829670308124,0.0,-0.1958048016186993,0.19089586936527603,0.0,0.27346069786655397,odom
1747219402.257454137,-58.08841259078375,7.588911760574312,0.0,-57.85317012950013,7.446829670308124,0.0,-0.2352424612836188,0.14208209026618857,0.0,0.27482055229764796,odom
1747219402.257454137,-58.08841259078375,7.588911760574312,0.0,-57.917367617165766,7.362553551622006,0.0,-0.1710449736179811,0.2263582089523064,0.0,0.28371538865572987,gt
1747219402.390820833,-58.10038677532209,7.571636587576463,0.0,-57.917367617165766,7.362553551622006,0.0,-0.18301915815632697,0.20908303595445688,0.0,0.27786998430234117,odom
1747219402.490829536,-58.12758407978133,7.53724350785226,0.0,-57.917367617165766,7.362553551622006,0.0,-0.2102164626155627,0.17468995623025396,0.0,0.2733268043246551,odom
1747219402.490829536,-58.12758407978133,7.53724350785226,0.0,-57.9818251560829,7.276479861480235,0.0,-0.14575892369843046,0.2607636463720251,0.0,0.29873624337692845,gt
1747219402.624152702,-58.147998404113544,7.5021420706595,0.0,-57.9818251560829,7.276479861480235,0.0,-0.16617324803064548,0.22566220917926483,0.0,0.2802445021989204,odom
1747219402.724153809,-58.17370110202369,7.468223962461255,0.0,-57.9818251560829,7.276479861480235,0.0,-0.1918759459407937,0.1917441009810199,0.0,0.27126035259818926,odom
1747219402.724153809,-58.17370110202369,7.468223962461255,0.0,-58.045723845884005,7.189445593744903,0.0,-0.1279772561396868,0.27877836871635164,0.0,0.30674999095874983,gt
1747219402.857493050,-58.20795262692137,7.422620133667178,0.0,-58.045723845884005,7.189445593744903,0.0,-0.1622287810373635,0.23317453992227488,0.0,0.28405728905422123,odom
1747219403.024115174,-58.27807742083921,7.331467068204061,0.0,-58.045723845884005,7.189445593744903,0.0,-0.23235357495520503,0.14202147445915791,0.0,0.272320184712807,odom
1747219403.024115174,-58.27807742083921,7.331467068204061,0.0,-58.10866993533536,7.100597064608108,0.0,-0.16940748550385365,0.23087000359595322,0.0,0.2863561675695738,gt
1747219403.124128873,-58.30602683446619,7.293230730385023,0.0,-58.10866993533536,7.100597064608108,0.0,-0.1973568991308312,0.1926336657769152,0.0,0.27578519689277986,odom
1747219403.257451426,-58.343352934925704,7.241695805877126,0.0,-58.10866993533536,7.100597064608108,0.0,-0.23468299959034766,0.1410987412690181,0.0,0.2738338275020536,odom
